Date,Price
2023-04-06 16:00:00,28100.1
2023-04-05 16:00:00,28086.7
2023-04-04 16:00:00,28041.1
2023-04-03 16:00:00,28049.3
2023-04-02 16:00:00,28128.3
2023-04-01 16:00:00,28391.8
2023-03-31 16:00:00,28483.4
2023-03-30 16:00:00,28296.5
2023-03-29 16:00:00,28486.7
2023-03-28 16:00:00,26987.4
2023-03-27 16:00:00,26913.4
2023-03-26 16:00:00,27849.3
2023-03-25 16:00:00,27670.4
2023-03-24 16:00:00,28030
2023-03-23 16:00:00,28551
2023-03-22 16:00:00,28581.8
2023-03-21 16:00:00,28063.9
2023-03-20 16:00:00,27668.8
2023-03-19 16:00:00,27529.6
2023-03-18 16:00:00,27237.2
2023-03-17 16:00:00,26417
2023-03-16 16:00:00,24890.1
2023-03-15 16:00:00,24472.6
2023-03-14 16:00:00,25904.4
2023-03-13 16:00:00,24028.9
2023-03-12 16:00:00,20354.6
2023-03-11 16:00:00,20074.9
2023-03-10 16:00:00,20009.8
2023-03-09 16:00:00,21649
2023-03-08 16:00:00,22154.5
2023-03-07 16:00:00,22341.3
2023-03-06 16:00:00,22556.5
2023-03-05 16:00:00,22441.9
2023-03-04 16:00:00,22315.3
2023-03-03 16:00:00,22333
2023-03-02 16:00:00,23372.3
2023-03-01 16:00:00,23697.1
2023-02-28 16:00:00,23508
2023-02-27 16:00:00,23560
2023-02-26 16:00:00,23241.5
2023-02-25 16:00:00,23006.2
2023-02-24 16:00:00,23362.4
2023-02-23 16:00:00,23946.7
2023-02-22 16:00:00,23722.9
2023-02-21 16:00:00,24554.3
2023-02-20 16:00:00,24921.6
2023-02-19 16:00:00,24916.9
2023-02-18 16:00:00,24678.8
2023-02-17 16:00:00,24113
2023-02-16 16:00:00,24983
2023-02-15 16:00:00,22806.6
2023-02-14 16:00:00,22034.8
2023-02-13 16:00:00,21566.1
2023-02-12 16:00:00,21943
2023-02-11 16:00:00,21729
2023-02-10 16:00:00,21642.8
2023-02-09 16:00:00,22608.3
2023-02-08 16:00:00,22872.1
2023-02-07 16:00:00,22900.1
2023-02-06 16:00:00,23021.1
2023-02-05 16:00:00,23106
2023-02-04 16:00:00,23420.4
2023-02-03 16:00:00,23600.8
2023-02-02 16:00:00,23829.9
2023-02-01 16:00:00,22986.9
2023-01-31 16:00:00,23115
2023-01-30 16:00:00,23170.9
2023-01-29 16:00:00,23527.8
2023-01-28 16:00:00,23014.3
2023-01-27 16:00:00,22984.4
2023-01-26 16:00:00,22936.7
2023-01-25 16:00:00,22587.5
2023-01-24 16:00:00,22933.1
2023-01-23 16:00:00,22880
2023-01-22 16:00:00,22800
2023-01-21 16:00:00,22993.8
2023-01-20 16:00:00,21138.9
2023-01-19 16:00:00,20868
2023-01-18 16:00:00,21003.1
2023-01-17 16:00:00,21174.5
2023-01-16 16:00:00,20990.2
2023-01-15 16:00:00,20927.9
2023-01-14 16:00:00,20791.8
2023-01-13 16:00:00,19267
2023-01-12 16:00:00,18109.1
2023-01-11 16:00:00,17330.3
2023-01-10 16:00:00,17321
2023-01-09 16:00:00,17275.1
2023-01-08 16:00:00,17011.9
2023-01-07 16:00:00,16941.6
2023-01-06 16:00:00,16846.5
2023-01-05 16:00:00,16847
2023-01-04 16:00:00,16846.1
2023-01-03 16:00:00,16676.1
2023-01-02 16:00:00,16731.2
2023-01-01 16:00:00,16559.8
2022-12-31 16:00:00,16595.6
2022-12-30 16:00:00,16556.6
2022-12-29 16:00:00,16620.4
2022-12-28 16:00:00,16584.2
2022-12-27 16:00:00,16800.4
2022-12-26 16:00:00,16810.4
2022-12-25 16:00:00,16802.3
2022-12-24 16:00:00,16838.4
2022-12-23 16:00:00,16831.3
2022-12-22 16:00:00,16638.1
2022-12-21 16:00:00,16856
2022-12-20 16:00:00,16929
2022-12-19 16:00:00,16673.2
2022-12-18 16:00:00,16729.2
2022-12-17 16:00:00,16694.3
2022-12-16 16:00:00,16971.9
2022-12-15 16:00:00,17419.1
2022-12-14 16:00:00,18063.2
2022-12-13 16:00:00,17750.4
2022-12-12 16:00:00,17007.3
2022-12-11 16:00:00,17152.7
2022-12-10 16:00:00,17216.5
2022-12-09 16:00:00,17178.4
2022-12-08 16:00:00,16919.8
2022-12-07 16:00:00,16843.2
2022-12-06 16:00:00,16992
2022-12-05 16:00:00,17076.4
2022-12-04 16:00:00,17036.9
2022-12-03 16:00:00,16963.1
2022-12-02 16:00:00,16942.6
2022-12-01 16:00:00,16974.5
2022-11-30 16:00:00,16860.2
2022-11-29 16:00:00,16400.8
2022-11-28 16:00:00,16150
2022-11-27 16:00:00,16571.7
2022-11-26 16:00:00,16510.1
2022-11-25 16:00:00,16513.8
2022-11-24 16:00:00,16558.7
2022-11-23 16:00:00,16430
2022-11-22 16:00:00,16237.4
2022-11-21 16:00:00,16132
2022-11-20 16:00:00,16580.8
2022-11-19 16:00:00,16654.4
2022-11-18 16:00:00,16689.5
2022-11-17 16:00:00,16538.7
2022-11-16 16:00:00,16450.3
2022-11-15 16:00:00,16984.2
2022-11-14 16:00:00,16592.1
2022-11-13 16:00:00,16568.3
2022-11-12 16:00:00,16923.6
2022-11-11 16:00:00,16893.4
2022-11-10 16:00:00,17553.3
2022-11-09 16:00:00,17099.4
2022-11-08 16:00:00,19525
2022-11-07 16:00:00,20767.6
2022-11-06 16:00:00,21247.5
2022-11-05 16:00:00,21306.8
2022-11-04 16:00:00,20885.8
2022-11-03 16:00:00,20252.4
2022-11-02 16:00:00,20407.6
2022-11-01 16:00:00,20447.5
2022-10-31 16:00:00,20400
2022-10-30 16:00:00,20679
2022-10-29 16:00:00,20923.1
2022-10-28 16:00:00,20469.7
2022-10-27 16:00:00,20562.2
2022-10-26 16:00:00,20848.3
2022-10-25 16:00:00,19747.5
2022-10-24 16:00:00,19299.1
2022-10-23 16:00:00,19193
2022-10-22 16:00:00,19235.3
2022-10-21 16:00:00,19165
2022-10-20 16:00:00,19255.9
2022-10-19 16:00:00,19267.3
2022-10-18 16:00:00,19372.1
2022-10-17 16:00:00,19532.6
2022-10-16 16:00:00,19158.1
2022-10-15 16:00:00,19130.1
2022-10-14 16:00:00,19357.6
2022-10-13 16:00:00,18955.1
